,Country,EdLevel,YearsCodePro,Salary
48920,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,31022.0
48921,Spain,Master’s degree,15.0,140527.0
48926,Russian Federation,Bachelor’s degree,11.0,38688.0
48928,Germany,Master’s degree,12.0,56211.0
48932,Sweden,Master’s degree,21.0,61368.0
48948,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,142185.0
48952,Norway,Bachelor’s degree,9.0,129474.0
48953,Germany,Master’s degree,4.0,62697.0
48955,Spain,Less than a Bachelors,18.0,56211.0
48956,Netherlands,Bachelor’s degree,9.0,69183.0
48958,Germany,Bachelor’s degree,17.0,102693.0
48960,Norway,Master’s degree,1.0,72829.0
48961,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,40.0,109871.0
48963,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,90482.0
48965,India,Bachelor’s degree,5.0,32340.0
48973,Switzerland,Master’s degree,20.0,79286.0
48975,Germany,Less than a Bachelors,8.0,62697.0
48977,Germany,Less than a Bachelors,20.0,67021.0
48979,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,139600.0
48980,Netherlands,Bachelor’s degree,11.0,75669.0
48986,Germany,Bachelor’s degree,5.0,129718.0
48988,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,155111.0
48989,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,90482.0
48992,India,Bachelor’s degree,6.0,19183.0
48993,Sweden,Bachelor’s degree,3.0,33756.0
48998,Poland,Master’s degree,12.0,151872.0
49000,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,148648.0
49001,France,Master’s degree,2.0,32429.0
49003,Spain,Less than a Bachelors,10.0,69183.0
49005,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,89189.0
49011,Switzerland,Master’s degree,33.0,132143.0
49018,Poland,Less than a Bachelors,2.0,27036.0
49021,United Kingdom of Great Britain and Northern Ireland,Master’s degree,30.0,90482.0
49024,France,Master’s degree,2.0,39996.0
49027,Sweden,Less than a Bachelors,1.0,52776.0
49028,Sweden,Master’s degree,12.0,67500.0
49029,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35.0,51704.0
49036,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,161574.0
49043,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,46533.0
49046,Spain,Less than a Bachelors,7.0,59454.0
49049,Russian Federation,Bachelor’s degree,2.0,18876.0
49052,France,Master’s degree,23.0,86478.0
49054,Germany,Master’s degree,20.0,86478.0
49055,United Kingdom of Great Britain and Northern Ireland,Master’s degree,16.0,56874.0
49057,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,147356.0
49058,United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,58167.0
49060,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,58270.0
49062,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,42140.0
49063,India,Bachelor’s degree,10.0,23735.0
49064,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,54289.0
49065,Spain,Bachelor’s degree,6.0,34591.0
49066,Sweden,Bachelor’s degree,20.0,98184.0
49069,Germany,Bachelor’s degree,10.0,86478.0
49070,Poland,Less than a Bachelors,3.0,27336.0
49074,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,213278.0
49077,Italy,Less than a Bachelors,10.0,45401.0
49078,Israel,Bachelor’s degree,24.0,151440.0
49079,Italy,Bachelor’s degree,4.0,49725.0
49080,France,Less than a Bachelors,9.0,41077.0
49087,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,76263.0
49094,France,Master’s degree,8.0,70264.0
49095,Sweden,Less than a Bachelors,15.0,65664.0
49097,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,74324.0
49099,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,129259.0
49102,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,55646.0
49106,Poland,Master’s degree,9.0,34932.0
49108,Germany,Bachelor’s degree,14.0,81074.0
49111,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,96945.0
49114,India,Master’s degree,18.0,47470.0
49116,Poland,Master’s degree,0.5,13668.0
49120,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,49119.0
49124,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,58167.0
49134,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,22.0,71093.0
49141,Australia,Master’s degree,14.0,11700.0
49144,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,58167.0
49148,Spain,Less than a Bachelors,7.0,43239.0
49149,France,Bachelor’s degree,3.0,45401.0
49150,Germany,Master’s degree,3.0,44100.0
49151,Germany,Master’s degree,6.0,60535.0
49155,France,Post grad,5.0,75669.0
49156,Germany,Post grad,12.0,118908.0
49157,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,63337.0
49159,Netherlands,Bachelor’s degree,14.0,83236.0
49162,Germany,Bachelor’s degree,9.0,97288.0
49163,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,48472.0
49165,Germany,Master’s degree,19.0,113503.0
49169,Sweden,Less than a Bachelors,20.0,58908.0
49171,Russian Federation,Master’s degree,4.0,33024.0
49174,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,73678.0
49175,Sweden,Bachelor’s degree,16.0,73644.0
49176,Germany,Master’s degree,2.0,48644.0
49177,United Kingdom of Great Britain and Northern Ireland,Post grad,7.0,84019.0
49178,Poland,Bachelor’s degree,9.0,33744.0
49179,Switzerland,Master’s degree,8.0,137226.0
49180,Netherlands,Master’s degree,9.0,88208.0
49181,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,103408.0
49183,Switzerland,Bachelor’s degree,10.0,95890.0
49188,Italy,Master’s degree,1.0,36753.0
49191,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,31020.0
49195,Spain,Master’s degree,5.0,62156.0
49197,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,85958.0
49199,India,Bachelor’s degree,2.0,11724.0
49204,Poland,Master’s degree,13.0,58368.0
49206,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,77556.0
49207,Germany,Bachelor’s degree,3.0,43239.0
49209,Italy,Less than a Bachelors,5.0,19452.0
49210,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,77594.0
49217,Spain,Master’s degree,5.0,34591.0
49221,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,73678.0
49222,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,245593.0
49223,France,Post grad,5.0,52968.0
49226,France,Post grad,13.0,97288.0
49230,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,96945.0
49231,Germany,Master’s degree,5.0,45401.0
49232,Germany,Master’s degree,1.0,78912.0
49235,France,Less than a Bachelors,22.0,59454.0
49241,United Kingdom of Great Britain and Northern Ireland,Post grad,12.0,96945.0
49242,France,Master’s degree,3.0,47563.0
49243,Israel,Bachelor’s degree,4.0,63036.0
49245,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,51704.0
49251,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,27791.0
49253,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,96945.0
49254,France,Master’s degree,9.0,51887.0
49255,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,129259.0
49259,Spain,Bachelor’s degree,22.0,97288.0
49260,United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,180963.0
49263,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,122796.0
49264,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,64630.0
49266,Sweden,Master’s degree,4.0,45408.0
49267,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,41.0,83823.0
49270,Netherlands,Bachelor’s degree,8.0,32424.0
49271,United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,77556.0
49275,Russian Federation,Master’s degree,16.0,67944.0
49276,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,122796.0
49283,India,Master’s degree,8.0,48866.0
49284,United Kingdom of Great Britain and Northern Ireland,Master’s degree,33.0,72385.0
49285,France,Post grad,4.0,59454.0
49286,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,90482.0
49287,India,Bachelor’s degree,5.0,15833.0
49288,Sweden,Bachelor’s degree,8.0,40910.0
49305,Italy,Less than a Bachelors,20.0,38915.0
49306,Poland,Less than a Bachelors,6.0,21264.0
49307,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,51704.0
49313,India,Less than a Bachelors,5.0,21780.0
49314,Germany,Master’s degree,0.5,59454.0
49316,Netherlands,Less than a Bachelors,37.0,54049.0
49320,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,9.0,42009.0
49321,India,Bachelor’s degree,5.0,19546.0
49324,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,142185.0
49328,Germany,Post grad,6.0,51888.0
49329,Russian Federation,Master’s degree,5.0,56616.0
49331,Germany,Master’s degree,6.0,59454.0
49334,Germany,Bachelor’s degree,6.0,120000.0
49335,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,48881.0
49337,Switzerland,Bachelor’s degree,4.0,111814.0
49338,Turkey,Master’s degree,20.0,140722.0
49339,Turkey,Bachelor’s degree,5.0,22800.0
49341,Sweden,Bachelor’s degree,13.0,55224.0
49343,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,54289.0
49345,Netherlands,Less than a Bachelors,3.0,47352.0
49347,Netherlands,Bachelor’s degree,8.0,77831.0
49348,Germany,Less than a Bachelors,15.0,94045.0
49350,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,35.0,109871.0
49352,India,Bachelor’s degree,9.0,28384.0
49353,India,Master’s degree,20.0,79582.0
49355,Italy,Master’s degree,2.0,26808.0
49358,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,71093.0
49361,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,116333.0
49362,Germany,Post grad,12.0,41508.0
49363,Germany,Master’s degree,10.0,51888.0
49364,Germany,Less than a Bachelors,2.0,38916.0
49366,India,Bachelor’s degree,3.0,12566.0
49379,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,45241.0
49382,France,Master’s degree,9.0,54049.0
49384,Italy,Master’s degree,2.0,24000.0
49388,Poland,Master’s degree,6.0,39492.0
49389,Spain,Less than a Bachelors,20.0,70264.0
49390,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,42656.0
49391,France,Bachelor’s degree,4.0,32424.0
49392,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,219741.0
49398,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,86604.0
49399,Poland,Master’s degree,3.0,19740.0
49400,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,58167.0
49401,Russian Federation,Bachelor’s degree,11.0,75492.0
49402,Spain,Master’s degree,9.0,48644.0
49403,Germany,Post grad,11.0,75669.0
49406,Germany,Less than a Bachelors,6.0,72636.0
49410,France,Master’s degree,2.0,36753.0
49416,India,Bachelor’s degree,1.0,16752.0
49418,Spain,Less than a Bachelors,4.0,18377.0
49419,Norway,Master’s degree,25.0,107895.0
49421,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,62045.0
49422,France,Master’s degree,5.0,25944.0
49423,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,21.0,56874.0
49426,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,64630.0
49428,Netherlands,Bachelor’s degree,3.0,43239.0
49429,France,Bachelor’s degree,3.0,31596.0
49430,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,45241.0
49432,Italy,Less than a Bachelors,39.0,67452.0
49434,Germany,Less than a Bachelors,13.0,67021.0
49436,Turkey,Bachelor’s degree,16.0,23664.0
49438,France,Master’s degree,2.0,54049.0
49439,France,Master’s degree,5.0,43239.0
49445,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,68921.0
49451,Germany,Bachelor’s degree,4.0,48644.0
49453,India,Master’s degree,14.0,55847.0
49455,Israel,Less than a Bachelors,2.0,42024.0
49460,France,Master’s degree,11.0,81074.0
49462,Spain,Bachelor’s degree,19.0,54049.0
49465,United States of America,Less than a Bachelors,21.0,204000.0
49467,Norway,Master’s degree,7.0,86316.0
49473,Netherlands,Post grad,6.0,76209.0
49474,France,Master’s degree,7.0,54049.0
49478,Germany,Less than a Bachelors,15.0,64859.0
49479,United Kingdom of Great Britain and Northern Ireland,Post grad,14.0,118919.0
49487,Sweden,Bachelor’s degree,5.0,42960.0
49491,Norway,Less than a Bachelors,6.0,80922.0
49492,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,36613.0
49504,Israel,Less than a Bachelors,6.0,80556.0
49508,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,174500.0
49511,France,Post grad,35.0,43239.0
49513,Germany,Master’s degree,6.0,55995.0
49515,United States of America,Bachelor’s degree,10.0,135000.0
49517,India,Bachelor’s degree,3.0,13962.0
49519,India,Bachelor’s degree,12.0,15084.0
49520,Germany,Master’s degree,26.0,70264.0
49521,Russian Federation,Bachelor’s degree,7.0,24000.0
49526,India,Bachelor’s degree,1.0,13962.0
49530,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,72385.0
49536,Netherlands,Master’s degree,2.0,41184.0
49541,France,Master’s degree,8.0,44320.0
49547,Netherlands,Less than a Bachelors,8.0,36324.0
49551,France,Bachelor’s degree,2.0,50806.0
49552,Poland,Bachelor’s degree,7.0,17316.0
49556,Spain,Master’s degree,22.0,37834.0
49559,France,Master’s degree,4.0,50592.0
49569,Israel,Bachelor’s degree,9.0,161100.0
49572,India,Bachelor’s degree,3.0,13264.0
49573,Brazil,Less than a Bachelors,2.0,35736.0
49575,Israel,Bachelor’s degree,12.0,112068.0
49576,Russian Federation,Bachelor’s degree,2.0,30192.0
49577,Turkey,Bachelor’s degree,2.0,14796.0
49581,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,71093.0
49585,Russian Federation,Less than a Bachelors,1.0,22644.0
49587,Italy,Bachelor’s degree,6.0,42158.0
49589,Israel,Bachelor’s degree,9.0,95728.0
49592,Italy,Master’s degree,5.0,54049.0
49594,India,Master’s degree,5.0,16754.0
49595,Poland,Master’s degree,10.0,36000.0
49597,Netherlands,Bachelor’s degree,5.0,75669.0
49598,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,28437.0
49600,Spain,Master’s degree,6.0,20760.0
49605,Germany,Master’s degree,2.0,53184.0
49606,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,93067.0
49607,Brazil,Bachelor’s degree,8.0,14016.0
49613,India,Bachelor’s degree,5.0,13962.0
49614,France,Bachelor’s degree,3.0,57120.0
49616,France,Bachelor’s degree,15.0,70264.0
49619,Turkey,Master’s degree,15.0,90000.0
49622,Norway,Bachelor’s degree,3.0,58264.0
49623,Spain,Post grad,3.0,29149.0
49625,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,71093.0
49627,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,180963.0
49634,Germany,Master’s degree,3.0,38916.0
49636,Germany,Master’s degree,7.0,72426.0
49637,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,30.0,55582.0
49638,Turkey,Master’s degree,8.0,59172.0
49641,Australia,Bachelor’s degree,23.0,116917.0
49642,Spain,Less than a Bachelors,22.0,43239.0
49644,Italy,Less than a Bachelors,4.0,42158.0
49652,Australia,Post grad,6.0,110236.0
49655,Germany,Less than a Bachelors,13.0,91883.0
49659,United States of America,Post grad,5.0,85000.0
49660,India,Bachelor’s degree,7.0,18429.0
49661,Germany,Master’s degree,5.0,75669.0
49663,Brazil,Master’s degree,15.0,57720.0
49667,Canada,Bachelor’s degree,6.0,102102.0
49668,Netherlands,Post grad,4.0,56816.0
49673,France,Bachelor’s degree,8.0,180000.0
49682,Germany,Bachelor’s degree,11.0,91883.0
49685,India,Master’s degree,10.0,92147.0
49687,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,79961.0
49692,Spain,Master’s degree,10.0,73507.0
49694,United Kingdom of Great Britain and Northern Ireland,Post grad,36.0,51704.0
49698,Sweden,Master’s degree,10.0,50316.0
49703,Sweden,Master’s degree,8.0,55224.0
49704,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,90482.0
49705,Israel,Bachelor’s degree,6.0,133377.0
49706,Israel,Bachelor’s degree,17.0,143592.0
49708,Germany,Post grad,21.0,216196.0
49709,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,51704.0
49710,Netherlands,Master’s degree,5.0,86478.0
49711,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,108578.0
49713,Netherlands,Post grad,5.0,60535.0
49717,Netherlands,Bachelor’s degree,2.0,51887.0
49719,Germany,Bachelor’s degree,3.0,46698.0
49720,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,85311.0
49721,Germany,Master’s degree,12.0,97288.0
49722,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,32315.0
49723,Spain,Bachelor’s degree,7.0,54049.0
49726,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,49119.0
49741,Poland,Bachelor’s degree,6.0,75936.0
49749,India,Bachelor’s degree,4.0,16752.0
49760,France,Less than a Bachelors,21.0,48644.0
49762,Spain,Less than a Bachelors,6.0,47563.0
49764,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,43948.0
49771,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,38778.0
49776,Sweden,Bachelor’s degree,14.0,76707.0
49777,Germany,Bachelor’s degree,5.0,55130.0
49778,Germany,Master’s degree,3.0,67021.0
49782,Brazil,Master’s degree,1.0,15672.0
49784,Sweden,Less than a Bachelors,6.0,33732.0
49785,Sweden,Bachelor’s degree,10.0,72408.0
49789,India,Bachelor’s degree,16.0,167541.0
49795,Germany,Post grad,23.0,118908.0
49796,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,109871.0
49798,Brazil,Bachelor’s degree,10.0,27492.0
49802,Sweden,Master’s degree,9.0,63816.0
49804,France,Master’s degree,21.0,64860.0
49808,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,33.0,84019.0
49811,India,Master’s degree,11.0,67016.0
49814,United States of America,Bachelor’s degree,0.5,60000.0
49818,Netherlands,Less than a Bachelors,17.0,55973.0
49825,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,73400.0
49827,India,Bachelor’s degree,1.0,20943.0
49828,Germany,Bachelor’s degree,10.0,75669.0
49830,France,Master’s degree,21.0,50592.0
49831,Canada,Bachelor’s degree,19.0,68068.0
49834,Germany,Bachelor’s degree,3.0,54049.0
49835,India,Bachelor’s degree,10.0,20943.0
49837,Israel,Bachelor’s degree,4.0,105072.0
49843,Spain,Master’s degree,5.0,22701.0
49846,Italy,Bachelor’s degree,14.0,23352.0
49849,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,64242.0
49854,Israel,Bachelor’s degree,15.0,145927.0
49855,Spain,Bachelor’s degree,8.0,64859.0
49856,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,135722.0
49858,India,Bachelor’s degree,4.0,20943.0
49859,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,51704.0
49863,Australia,Less than a Bachelors,20.0,116249.0
49865,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,71739.0
49867,Germany,Master’s degree,5.0,87564.0
49868,Germany,Master’s degree,4.0,86478.0
49870,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,17.0,90482.0
49871,France,Master’s degree,10.0,64859.0
49872,Germany,Master’s degree,2.0,54480.0
49877,Turkey,Master’s degree,3.0,24655.0
49878,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,84019.0
49879,United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,129259.0
49884,Germany,Master’s degree,3.0,59454.0
49885,Germany,Master’s degree,8.0,64859.0
49888,Switzerland,Bachelor’s degree,5.0,116896.0
49892,France,Master’s degree,14.0,68102.0
49894,Russian Federation,Post grad,9.0,53159.0
49895,Germany,Less than a Bachelors,3.0,42804.0
49906,United States of America,Post grad,3.0,100000.0
49907,India,Bachelor’s degree,3.0,15358.0
49909,United States of America,Less than a Bachelors,10.0,165000.0
49910,Turkey,Master’s degree,8.0,23664.0
49911,India,Master’s degree,10.0,39093.0
49916,Germany,Master’s degree,20.0,71345.0
49918,United States of America,Bachelor’s degree,13.0,46000.0
49919,United States of America,Master’s degree,2.0,113000.0
49920,Germany,Master’s degree,0.5,53184.0
49924,Netherlands,Master’s degree,6.0,94045.0
49927,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,46533.0
49932,Germany,Bachelor’s degree,20.0,97288.0
49933,Germany,Bachelor’s degree,4.0,62697.0
49934,Spain,Master’s degree,15.0,49725.0
49937,Spain,Master’s degree,11.0,54049.0
49938,Spain,Master’s degree,10.0,37620.0
49942,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,21.0,87250.0
49945,Spain,Less than a Bachelors,3.0,20760.0
49948,United Kingdom of Great Britain and Northern Ireland,Post grad,7.0,54289.0
49951,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,46533.0
49952,India,Bachelor’s degree,6.0,26706.0
49954,Switzerland,Bachelor’s degree,7.0,116896.0
49956,Canada,Bachelor’s degree,2.0,47648.0
49965,Israel,Bachelor’s degree,4.0,91056.0
49977,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,64630.0
49983,Germany,Post grad,4.0,68748.0
49988,Italy,Master’s degree,10.0,116748.0
49991,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,64630.0
49995,Germany,Less than a Bachelors,24.0,66480.0
50000,Germany,Bachelor’s degree,20.0,75669.0
50002,United States of America,Master’s degree,2.0,130000.0
50009,United States of America,Bachelor’s degree,1.0,100000.0
50010,United States of America,Bachelor’s degree,20.0,78000.0
50011,United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,129259.0
50013,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,9.0,77556.0
50015,France,Master’s degree,5.0,37834.0
50017,Israel,Master’s degree,15.0,122580.0
50018,Germany,Less than a Bachelors,6.0,49725.0
50021,Germany,Master’s degree,2.0,25944.0
50022,Israel,Bachelor’s degree,0.5,52536.0
50023,Germany,Bachelor’s degree,13.0,68102.0
50024,Norway,Master’s degree,2.0,70132.0
50027,United States of America,Master’s degree,3.0,103000.0
50030,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,13.0,93067.0
50031,Canada,Bachelor’s degree,1.0,46135.0
50037,Russian Federation,Master’s degree,0.5,18876.0
50038,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,64630.0
50040,United Kingdom of Great Britain and Northern Ireland,Master’s degree,22.0,56874.0
50041,France,Less than a Bachelors,1.0,46482.0
50044,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,38778.0
50046,United States of America,Post grad,3.0,90000.0
50051,France,Post grad,3.0,18156.0
50058,France,Master’s degree,5.0,29832.0
50059,Germany,Bachelor’s degree,6.0,72636.0
50060,Poland,Master’s degree,1.0,18228.0
50062,Israel,Bachelor’s degree,6.0,105072.0
50063,United States of America,Bachelor’s degree,10.0,112000.0
50067,United States of America,Bachelor’s degree,13.0,127400.0
50069,Canada,Bachelor’s degree,4.0,44320.0
50071,Spain,Bachelor’s degree,1.0,28105.0
50072,Sweden,Bachelor’s degree,20.0,40910.0
50081,Sweden,Master’s degree,8.0,74868.0
50082,United States of America,Less than a Bachelors,10.0,100000.0
50084,Poland,Bachelor’s degree,6.0,34172.0
50086,United States of America,Master’s degree,8.0,150000.0
50089,Switzerland,Less than a Bachelors,0.5,18300.0
50091,United States of America,Bachelor’s degree,2.0,75000.0
50092,Norway,Bachelor’s degree,7.0,65889.0
50093,United States of America,Post grad,12.0,110000.0
50097,Sweden,Master’s degree,12.0,98184.0
50102,France,Master’s degree,5.0,25944.0
50105,Sweden,Less than a Bachelors,13.0,58908.0
50108,Israel,Bachelor’s degree,9.0,112068.0
50111,United States of America,Less than a Bachelors,25.0,181700.0
50112,France,Master’s degree,5.0,45672.0
50113,Israel,Post grad,6.0,145344.0
50116,United States of America,Master’s degree,7.0,101000.0
50118,Brazil,Less than a Bachelors,5.0,22044.0
50124,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,71093.0
50125,United States of America,Master’s degree,10.0,120000.0
50127,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,45241.0
50129,Brazil,Post grad,18.0,54972.0
50133,Canada,Bachelor’s degree,0.5,49917.0
50136,United States of America,Master’s degree,20.0,145500.0
50137,United States of America,Less than a Bachelors,23.0,110000.0
50140,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,62045.0
50142,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,37.0,80141.0
50145,United States of America,Master’s degree,5.0,250000.0
50147,Germany,Less than a Bachelors,6.0,54049.0
50149,Canada,Bachelor’s degree,22.0,75631.0
50153,Germany,Master’s degree,8.0,86478.0
50155,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,116333.0
50156,Germany,Bachelor’s degree,3.0,55130.0
50158,Switzerland,Bachelor’s degree,2.0,76848.0
50159,Spain,Bachelor’s degree,7.0,19452.0
50161,India,Bachelor’s degree,9.0,10080.0
50162,Netherlands,Bachelor’s degree,9.0,135123.0
50165,United States of America,Bachelor’s degree,10.0,80000.0
50169,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,104700.0
50170,United Kingdom of Great Britain and Northern Ireland,Post grad,34.0,82726.0
50172,India,Master’s degree,4.0,19546.0
50173,Switzerland,Less than a Bachelors,17.0,85385.0
50177,United States of America,Bachelor’s degree,4.0,150000.0
50178,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,80141.0
50180,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,56874.0
50182,Germany,Master’s degree,17.0,89721.0
50185,Brazil,Less than a Bachelors,5.0,54000.0
50186,United States of America,Bachelor’s degree,21.0,140000.0
50195,United Kingdom of Great Britain and Northern Ireland,Master’s degree,22.0,116333.0
50196,India,Bachelor’s degree,6.0,12063.0
50197,Sweden,Bachelor’s degree,10.0,52776.0
50200,Germany,Bachelor’s degree,3.0,48644.0
50201,Brazil,Less than a Bachelors,8.0,41232.0
50207,Brazil,Bachelor’s degree,2.0,10992.0
50208,Canada,Master’s degree,10.0,73533.0
50209,Brazil,Less than a Bachelors,5.0,27492.0
50210,United States of America,Less than a Bachelors,8.0,108000.0
50212,Norway,Master’s degree,6.0,76606.0
50214,Brazil,Bachelor’s degree,11.0,23424.0
50215,Netherlands,Less than a Bachelors,6.0,36324.0
50218,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,34.0,103408.0
50224,Italy,Less than a Bachelors,1.0,22056.0
50227,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,74970.0
